GeoID,County,State,PercentRural,Rural
25027,Worcester County, Massachusetts,18.4,Urban
26001,Alcona County, Michigan,98.9,Suburban
26003,Alger County, Michigan,69.0,Suburban
26005,Allegan County, Michigan,64.5,Suburban
26007,Alpena County, Michigan,51.8,Suburban
26009,Antrim County, Michigan,100.0,Rural
26011,Arenac County, Michigan,100.0,Rural
26013,Baraga County, Michigan,100.0,Rural
26015,Barry County, Michigan,77.1,Suburban
26017,Bay County, Michigan,30.3,Urban
26019,Benzie County, Michigan,100.0,Rural
26021,Berrien County, Michigan,32.9,Urban
26023,Branch County, Michigan,62.7,Suburban
26025,Calhoun County, Michigan,31.0,Urban
26027,Cass County, Michigan,71.2,Suburban
26029,Charlevoix County, Michigan,70.4,Suburban
26031,Cheboygan County, Michigan,82.7,Suburban
26033,Chippewa County, Michigan,48.9,Urban
26035,Clare County, Michigan,70.6,Suburban
26037,Clinton County, Michigan,52.9,Suburban
26039,Crawford County, Michigan,72.6,Suburban
26041,Delta County, Michigan,43.8,Urban
26043,Dickinson County, Michigan,32.8,Urban
26045,Eaton County, Michigan,38.0,Urban
26047,Emmet County, Michigan,74.9,Suburban
26049,Genesee County, Michigan,16.8,Urban
26051,Gladwin County, Michigan,88.6,Suburban
26053,Gogebic County, Michigan,68.2,Suburban
26055,Grand Traverse County, Michigan,48.0,Urban
26057,Gratiot County, Michigan,60.2,Suburban
26059,Hillsdale County, Michigan,69.1,Suburban
26061,Houghton County, Michigan,37.8,Urban
26063,Huron County, Michigan,89.5,Suburban
26065,Ingham County, Michigan,13.2,Urban
26067,Ionia County, Michigan,60.5,Suburban
26069,Iosco County, Michigan,58.9,Suburban
26071,Iron County, Michigan,72.9,Suburban
26073,Isabella County, Michigan,46.6,Urban
26075,Jackson County, Michigan,41.8,Urban
26077,Kalamazoo County, Michigan,17.5,Urban
26079,Kalkaska County, Michigan,84.4,Suburban
26081,Kent County, Michigan,15.7,Urban
26083,Keweenaw County, Michigan,100.0,Rural
26085,Lake County, Michigan,100.0,Rural
26087,Lapeer County, Michigan,77.3,Suburban
26089,Leelanau County, Michigan,91.3,Suburban
26091,Lenawee County, Michigan,51.8,Suburban
26093,Livingston County, Michigan,36.9,Urban
26095,Luce County, Michigan,51.4,Suburban
26097,Mackinac County, Michigan,77.2,Suburban
26099,Macomb County, Michigan,2.8,Urban
26101,Manistee County, Michigan,61.2,Suburban
26103,Marquette County, Michigan,41.5,Urban
26105,Mason County, Michigan,62.7,Suburban
26107,Mecosta County, Michigan,66.7,Suburban
26109,Menominee County, Michigan,64.3,Suburban
26111,Midland County, Michigan,42.8,Urban
26113,Missaukee County, Michigan,100.0,Rural
26115,Monroe County, Michigan,37.6,Urban
26117,Montcalm County, Michigan,84.6,Suburban
26119,Montmorency County, Michigan,100.0,Rural
26121,Muskegon County, Michigan,23.3,Urban
26123,Newaygo County, Michigan,83.8,Suburban
26125,Oakland County, Michigan,4.8,Urban
26127,Oceana County, Michigan,89.9,Suburban
26129,Ogemaw County, Michigan,100.0,Rural
26131,Ontonagon County, Michigan,100.0,Rural
26133,Osceola County, Michigan,100.0,Rural
26135,Oscoda County, Michigan,100.0,Rural
26137,Otsego County, Michigan,65.7,Suburban
26139,Ottawa County, Michigan,20.3,Urban
26141,Presque Isle County, Michigan,80.9,Suburban
26143,Roscommon County, Michigan,66.1,Suburban
26145,Saginaw County, Michigan,31.1,Urban
26147,St. Clair County, Michigan,38.6,Urban
26149,St. Joseph County, Michigan,54.4,Suburban
26151,Sanilac County, Michigan,90.2,Suburban
26153,Schoolcraft County, Michigan,59.0,Suburban
26155,Shiawassee County, Michigan,55.0,Suburban
26157,Tuscola County, Michigan,84.2,Suburban
26159,Van Buren County, Michigan,70.9,Suburban
26161,Washtenaw County, Michigan,16.4,Urban
26163,Wayne County, Michigan,0.7,Urban
26165,Wexford County, Michigan,64.3,Suburban
27001,Aitkin County, Minnesota,100.0,Rural
27003,Anoka County, Minnesota,13.5,Urban
27005,Becker County, Minnesota,75.5,Suburban
27007,Beltrami County, Minnesota,67.1,Suburban
27009,Benton County, Minnesota,40.0,Urban
27011,Big Stone County, Minnesota,100.0,Rural
27013,Blue Earth County, Minnesota,26.9,Urban
27015,Brown County, Minnesota,34.9,Urban
27017,Carlton County, Minnesota,55.2,Suburban
27019,Carver County, Minnesota,18.8,Urban
27021,Cass County, Minnesota,100.0,Rural
27023,Chippewa County, Minnesota,50.3,Suburban
27025,Chisago County, Minnesota,55.6,Suburban
27027,Clay County, Minnesota,27.9,Urban
27029,Clearwater County, Minnesota,100.0,Rural
27031,Cook County, Minnesota,100.0,Rural
27033,Cottonwood County, Minnesota,62.3,Suburban
27035,Crow Wing County, Minnesota,62.7,Suburban
27037,Dakota County, Minnesota,4.9,Urban
27039,Dodge County, Minnesota,51.8,Suburban
27041,Douglas County, Minnesota,52.8,Suburban
27043,Faribault County, Minnesota,77.6,Suburban
27045,Fillmore County, Minnesota,93.3,Suburban
27047,Freeborn County, Minnesota,42.8,Urban
27049,Goodhue County, Minnesota,47.0,Urban
27051,Grant County, Minnesota,100.0,Rural
27053,Hennepin County, Minnesota,2.2,Urban
27055,Houston County, Minnesota,57.4,Suburban
27057,Hubbard County, Minnesota,83.4,Suburban
27059,Isanti County, Minnesota,62.3,Suburban
27061,Itasca County, Minnesota,79.4,Suburban
27063,Jackson County, Minnesota,69.1,Suburban
27065,Kanabec County, Minnesota,77.4,Suburban
27067,Kandiyohi County, Minnesota,44.5,Urban
27069,Kittson County, Minnesota,100.0,Rural
27071,Koochiching County, Minnesota,47.0,Urban
27073,Lac qui Parle County, Minnesota,100.0,Rural
27075,Lake County, Minnesota,67.0,Suburban
27077,Lake of the Woods County, Minnesota,100.0,Rural
27079,Le Sueur County, Minnesota,62.2,Suburban
27081,Lincoln County, Minnesota,100.0,Rural
27083,Lyon County, Minnesota,47.9,Urban
27085,McLeod County, Minnesota,46.6,Urban
27087,Mahnomen County, Minnesota,100.0,Rural
27089,Marshall County, Minnesota,100.0,Rural
27091,Martin County, Minnesota,54.0,Suburban
27093,Meeker County, Minnesota,65.5,Suburban
27095,Mille Lacs County, Minnesota,70.8,Suburban
27097,Morrison County, Minnesota,72.8,Suburban
27099,Mower County, Minnesota,35.9,Urban
27101,Murray County, Minnesota,100.0,Rural
27103,Nicollet County, Minnesota,25.6,Urban
27105,Nobles County, Minnesota,41.0,Urban
27107,Norman County, Minnesota,100.0,Rural
27109,Olmsted County, Minnesota,16.6,Urban
27111,Otter Tail County, Minnesota,73.6,Suburban
27113,Pennington County, Minnesota,36.2,Urban
27115,Pine County, Minnesota,89.3,Suburban
27117,Pipestone County, Minnesota,57.3,Suburban
27119,Polk County, Minnesota,48.5,Urban
27121,Pope County, Minnesota,100.0,Rural
27123,Ramsey County, Minnesota,0.2,Urban
27125,Red Lake County, Minnesota,100.0,Rural
27127,Redwood County, Minnesota,69.1,Suburban
27129,Renville County, Minnesota,100.0,Rural
27131,Rice County, Minnesota,25.9,Urban
27133,Rock County, Minnesota,52.3,Suburban
27135,Roseau County, Minnesota,82.3,Suburban
27137,St. Louis County, Minnesota,37.1,Urban
27139,Scott County, Minnesota,17.2,Urban
27141,Sherburne County, Minnesota,44.2,Urban
27143,Sibley County, Minnesota,100.0,Rural
27145,Stearns County, Minnesota,36.9,Urban
27147,Steele County, Minnesota,30.6,Urban
27149,Stevens County, Minnesota,47.3,Urban
27151,Swift County, Minnesota,67.4,Suburban
27153,Todd County, Minnesota,78.4,Suburban
27155,Traverse County, Minnesota,100.0,Rural
27157,Wabasha County, Minnesota,64.5,Suburban
27159,Wadena County, Minnesota,67.0,Suburban
27161,Waseca County, Minnesota,50.2,Suburban
27163,Washington County, Minnesota,14.5,Urban
27165,Watonwan County, Minnesota,59.1,Suburban
27167,Wilkin County, Minnesota,50.1,Suburban
27169,Winona County, Minnesota,34.5,Urban
27171,Wright County, Minnesota,32.5,Urban
27173,Yellow Medicine County, Minnesota,80.8,Suburban
28001,Adams County, Mississippi,37.2,Urban
28003,Alcorn County, Mississippi,66.4,Suburban
28005,Amite County, Mississippi,100.0,Rural
28007,Attala County, Mississippi,64.3,Suburban
28009,Benton County, Mississippi,100.0,Rural
28011,Bolivar County, Mississippi,54.0,Suburban
28013,Calhoun County, Mississippi,100.0,Rural
28015,Carroll County, Mississippi,100.0,Rural
28017,Chickasaw County, Mississippi,85.3,Suburban
28019,Choctaw County, Mississippi,100.0,Rural
28021,Claiborne County, Mississippi,100.0,Rural
28023,Clarke County, Mississippi,100.0,Rural
28025,Clay County, Mississippi,55.5,Suburban
28027,Coahoma County, Mississippi,32.0,Urban
28029,Copiah County, Mississippi,65.6,Suburban
28031,Covington County, Mississippi,100.0,Rural
28033,DeSoto County, Mississippi,20.4,Urban
28035,Forrest County, Mississippi,29.6,Urban
28037,Franklin County, Mississippi,100.0,Rural
28039,George County, Mississippi,88.3,Suburban
28041,Greene County, Mississippi,100.0,Rural
28043,Grenada County, Mississippi,52.2,Suburban
28045,Hancock County, Mississippi,42.6,Urban
28047,Harrison County, Mississippi,22.8,Urban
28049,Hinds County, Mississippi,15.3,Urban
28051,Holmes County, Mississippi,86.8,Suburban
28053,Humphreys County, Mississippi,49.8,Urban
28055,Issaquena County, Mississippi,100.0,Rural
28057,Itawamba County, Mississippi,86.3,Suburban
28059,Jackson County, Mississippi,27.3,Urban
28061,Jasper County, Mississippi,100.0,Rural
28063,Jefferson County, Mississippi,100.0,Rural
28065,Jefferson Davis County, Mississippi,100.0,Rural
28067,Jones County, Mississippi,61.4,Suburban
28069,Kemper County, Mississippi,100.0,Rural
28071,Lafayette County, Mississippi,45.6,Urban
28073,Lamar County, Mississippi,50.4,Suburban
28075,Lauderdale County, Mississippi,48.3,Urban
28077,Lawrence County, Mississippi,100.0,Rural
28079,Leake County, Mississippi,81.2,Suburban
28081,Lee County, Mississippi,45.4,Urban
28083,Leflore County, Mississippi,17.7,Urban
28085,Lincoln County, Mississippi,69.5,Suburban
28087,Lowndes County, Mississippi,42.6,Urban
28089,Madison County, Mississippi,28.0,Urban
28091,Marion County, Mississippi,73.1,Suburban
28093,Marshall County, Mississippi,83.4,Suburban
28095,Monroe County, Mississippi,69.6,Suburban
28097,Montgomery County, Mississippi,59.8,Suburban
28099,Neshoba County, Mississippi,73.9,Suburban
28101,Newton County, Mississippi,87.1,Suburban
28103,Noxubee County, Mississippi,74.0,Suburban
28105,Oktibbeha County, Mississippi,36.4,Urban
28107,Panola County, Mississippi,78.9,Suburban
28109,Pearl River County, Mississippi,69.9,Suburban
28111,Perry County, Mississippi,100.0,Rural
28113,Pike County, Mississippi,59.4,Suburban
28115,Pontotoc County, Mississippi,84.0,Suburban
28117,Prentiss County, Mississippi,76.1,Suburban
28119,Quitman County, Mississippi,57.0,Suburban
28121,Rankin County, Mississippi,33.9,Urban
28123,Scott County, Mississippi,72.2,Suburban
28125,Sharkey County, Mississippi,100.0,Rural
28127,Simpson County, Mississippi,84.8,Suburban
28129,Smith County, Mississippi,100.0,Rural
28131,Stone County, Mississippi,78.8,Suburban
28133,Sunflower County, Mississippi,45.8,Urban
28135,Tallahatchie County, Mississippi,80.9,Suburban
28137,Tate County, Mississippi,77.4,Suburban
28139,Tippah County, Mississippi,83.8,Suburban
28141,Tishomingo County, Mississippi,100.0,Rural
28143,Tunica County, Mississippi,66.0,Suburban
28145,Union County, Mississippi,75.6,Suburban
28147,Walthall County, Mississippi,100.0,Rural
28149,Warren County, Mississippi,40.9,Urban
28151,Washington County, Mississippi,17.5,Urban
28153,Wayne County, Mississippi,79.6,Suburban
28155,Webster County, Mississippi,100.0,Rural
28157,Wilkinson County, Mississippi,100.0,Rural
28159,Winston County, Mississippi,75.9,Suburban
28161,Yalobusha County, Mississippi,79.3,Suburban
28163,Yazoo County, Mississippi,44.6,Urban
29001,Adair County, Missouri,37.9,Urban
29003,Andrew County, Missouri,61.3,Suburban
29005,Atchison County, Missouri,100.0,Rural
29007,Audrain County, Missouri,41.2,Urban
29009,Barry County, Missouri,73.3,Suburban
29011,Barton County, Missouri,64.0,Suburban
29013,Bates County, Missouri,77.3,Suburban
29015,Benton County, Missouri,86.5,Suburban
29017,Bollinger County, Missouri,100.0,Rural
29019,Boone County, Missouri,18.8,Urban
29021,Buchanan County, Missouri,13.4,Urban
29023,Butler County, Missouri,52.2,Suburban
29025,Caldwell County, Missouri,100.0,Rural
29027,Callaway County, Missouri,62.0,Suburban
29029,Camden County, Missouri,74.2,Suburban
29031,Cape Girardeau County, Missouri,30.5,Urban
29033,Carroll County, Missouri,64.5,Suburban
29035,Carter County, Missouri,100.0,Rural
29037,Cass County, Missouri,32.4,Urban
29039,Cedar County, Missouri,75.3,Suburban
29041,Chariton County, Missouri,100.0,Rural
29043,Christian County, Missouri,44.8,Urban
29045,Clark County, Missouri,100.0,Rural
29047,Clay County, Missouri,9.8,Urban
29049,Clinton County, Missouri,76.2,Suburban
29051,Cole County, Missouri,29.1,Urban
29053,Cooper County, Missouri,53.2,Suburban
29055,Crawford County, Missouri,73.3,Suburban
29057,Dade County, Missouri,100.0,Rural
29059,Dallas County, Missouri,81.9,Suburban
29061,Daviess County, Missouri,100.0,Rural
29063,DeKalb County, Missouri,62.4,Suburban
29065,Dent County, Missouri,68.6,Suburban
29067,Douglas County, Missouri,79.1,Suburban
29069,Dunklin County, Missouri,50.5,Suburban
29071,Franklin County, Missouri,55.6,Suburban
29073,Gasconade County, Missouri,80.9,Suburban
29075,Gentry County, Missouri,100.0,Rural
29077,Greene County, Missouri,14.0,Urban
29079,Grundy County, Missouri,45.5,Urban
29081,Harrison County, Missouri,70.4,Suburban
29083,Henry County, Missouri,49.5,Urban
29085,Hickory County, Missouri,100.0,Rural
29087,Holt County, Missouri,100.0,Rural
29089,Howard County, Missouri,64.1,Suburban
29091,Howell County, Missouri,72.2,Suburban
29093,Iron County, Missouri,74.9,Suburban
29095,Jackson County, Missouri,3.8,Urban
29097,Jasper County, Missouri,23.7,Urban
29099,Jefferson County, Missouri,30.2,Urban
29101,Johnson County, Missouri,50.4,Suburban
29103,Knox County, Missouri,100.0,Rural
29105,Laclede County, Missouri,60.5,Suburban
29107,Lafayette County, Missouri,56.9,Suburban
29109,Lawrence County, Missouri,58.7,Suburban
29111,Lewis County, Missouri,100.0,Rural
29113,Lincoln County, Missouri,74.8,Suburban
29115,Linn County, Missouri,66.5,Suburban
29117,Livingston County, Missouri,36.6,Urban
29119,McDonald County, Missouri,100.0,Rural
29121,Macon County, Missouri,67.8,Suburban
29123,Madison County, Missouri,65.5,Suburban
29125,Maries County, Missouri,100.0,Rural
29127,Marion County, Missouri,24.8,Urban
29129,Mercer County, Missouri,100.0,Rural
29131,Miller County, Missouri,79.8,Suburban
29133,Mississippi County, Missouri,32.7,Urban
29135,Moniteau County, Missouri,52.7,Suburban
29137,Monroe County, Missouri,100.0,Rural
29139,Montgomery County, Missouri,78.5,Suburban
29141,Morgan County, Missouri,100.0,Rural
29143,New Madrid County, Missouri,56.9,Suburban
29145,Newton County, Missouri,64.4,Suburban
29147,Nodaway County, Missouri,43.4,Urban
29149,Oregon County, Missouri,80.5,Suburban
29151,Osage County, Missouri,100.0,Rural
29153,Ozark County, Missouri,100.0,Rural
29155,Pemiscot County, Missouri,49.3,Urban
29157,Perry County, Missouri,55.6,Suburban
29159,Pettis County, Missouri,37.8,Urban
29161,Phelps County, Missouri,46.2,Urban
29163,Pike County, Missouri,54.4,Suburban
29165,Platte County, Missouri,15.8,Urban
29167,Polk County, Missouri,68.9,Suburban
29169,Pulaski County, Missouri,44.0,Urban
29171,Putnam County, Missouri,100.0,Rural
29173,Ralls County, Missouri,96.1,Suburban
29175,Randolph County, Missouri,45.2,Urban
29177,Ray County, Missouri,75.2,Suburban
29179,Reynolds County, Missouri,100.0,Rural
29181,Ripley County, Missouri,100.0,Rural
29183,St. Charles County, Missouri,5.8,Urban
29185,St. Clair County, Missouri,100.0,Rural
29186,Ste. Genevieve County, Missouri,76.1,Suburban
29187,St. Francois County, Missouri,39.8,Urban
29189,St. Louis County, Missouri,1.1,Urban
29195,Saline County, Missouri,45.8,Urban
29197,Schuyler County, Missouri,100.0,Rural
29199,Scotland County, Missouri,100.0,Rural
29201,Scott County, Missouri,41.6,Urban
29203,Shannon County, Missouri,100.0,Rural
29205,Shelby County, Missouri,100.0,Rural
29207,Stoddard County, Missouri,69.8,Suburban
29209,Stone County, Missouri,88.7,Suburban
29211,Sullivan County, Missouri,100.0,Rural
29213,Taney County, Missouri,43.9,Urban
29215,Texas County, Missouri,99.2,Suburban
29217,Vernon County, Missouri,58.3,Suburban
29219,Warren County, Missouri,63.0,Suburban
29221,Washington County, Missouri,80.5,Suburban
29223,Wayne County, Missouri,100.0,Rural
29225,Webster County, Missouri,73.9,Suburban
29227,Worth County, Missouri,100.0,Rural
29229,Wright County, Missouri,76.6,Suburban
29510,St. Louis city, Missouri,0.0,Urban
30001,Beaverhead County, Montana,50.2,Suburban
30003,Big Horn County, Montana,71.9,Suburban
30005,Blaine County, Montana,100.0,Rural
30007,Broadwater County, Montana,100.0,Rural
30009,Carbon County, Montana,100.0,Rural
30011,Carter County, Montana,100.0,Rural
30013,Cascade County, Montana,19.8,Urban
30015,Chouteau County, Montana,100.0,Rural
30017,Custer County, Montana,17.9,Urban
30019,Daniels County, Montana,100.0,Rural
30021,Dawson County, Montana,27.6,Urban
30023,Deer Lodge County, Montana,33.6,Urban
30025,Fallon County, Montana,100.0,Rural
30027,Fergus County, Montana,47.4,Urban
30029,Flathead County, Montana,51.5,Suburban
30031,Gallatin County, Montana,33.5,Urban
30033,Garfield County, Montana,100.0,Rural
30035,Glacier County, Montana,44.0,Urban
30037,Golden Valley County, Montana,100.0,Rural
30039,Granite County, Montana,100.0,Rural
30041,Hill County, Montana,40.0,Urban
30043,Jefferson County, Montana,100.0,Rural
30045,Judith Basin County, Montana,100.0,Rural
30047,Lake County, Montana,83.4,Suburban
30049,Lewis and Clark County, Montana,28.9,Urban
30051,Liberty County, Montana,100.0,Rural
30053,Lincoln County, Montana,79.8,Suburban
30055,McCone County, Montana,100.0,Rural
30057,Madison County, Montana,100.0,Rural
30059,Meagher County, Montana,100.0,Rural
30061,Mineral County, Montana,100.0,Rural
30063,Missoula County, Montana,22.3,Urban
30065,Musselshell County, Montana,100.0,Rural
30067,Park County, Montana,47.7,Urban
30069,Petroleum County, Montana,100.0,Rural
30071,Phillips County, Montana,100.0,Rural
30073,Pondera County, Montana,58.1,Suburban
30075,Powder River County, Montana,100.0,Rural
30077,Powell County, Montana,54.2,Suburban
30079,Prairie County, Montana,100.0,Rural
30081,Ravalli County, Montana,84.6,Suburban
30083,Richland County, Montana,44.2,Urban
30085,Roosevelt County, Montana,39.7,Urban
30087,Rosebud County, Montana,100.0,Rural
30089,Sanders County, Montana,100.0,Rural
30091,Sheridan County, Montana,100.0,Rural
30093,Silver Bow County, Montana,11.4,Urban
30095,Stillwater County, Montana,100.0,Rural
30097,Sweet Grass County, Montana,100.0,Rural
30099,Teton County, Montana,100.0,Rural
30101,Toole County, Montana,43.0,Urban
30103,Treasure County, Montana,100.0,Rural
30105,Valley County, Montana,55.2,Suburban
30107,Wheatland County, Montana,100.0,Rural
30109,Wibaux County, Montana,100.0,Rural
30111,Yellowstone County, Montana,16.7,Urban
31001,Adams County, Nebraska,22.5,Urban
31003,Antelope County, Nebraska,100.0,Rural
31005,Arthur County, Nebraska,100.0,Rural
31007,Banner County, Nebraska,100.0,Rural
31009,Blaine County, Nebraska,100.0,Rural
31011,Boone County, Nebraska,100.0,Rural
31013,Box Butte County, Nebraska,25.0,Urban
31015,Boyd County, Nebraska,100.0,Rural
31017,Brown County, Nebraska,100.0,Rural
31019,Buffalo County, Nebraska,32.3,Urban
31021,Burt County, Nebraska,100.0,Rural
31023,Butler County, Nebraska,65.7,Suburban
31025,Cass County, Nebraska,73.0,Suburban
31027,Cedar County, Nebraska,100.0,Rural
31029,Chase County, Nebraska,100.0,Rural
31031,Cherry County, Nebraska,52.5,Suburban
31033,Cheyenne County, Nebraska,36.3,Urban
31035,Clay County, Nebraska,100.0,Rural
31037,Colfax County, Nebraska,40.5,Urban
31039,Cuming County, Nebraska,65.2,Suburban
31041,Custer County, Nebraska,67.7,Suburban
31043,Dakota County, Nebraska,21.1,Urban
31045,Dawes County, Nebraska,39.9,Urban
31047,Dawson County, Nebraska,26.7,Urban
31049,Deuel County, Nebraska,100.0,Rural
31051,Dixon County, Nebraska,100.0,Rural
31053,Dodge County, Nebraska,25.1,Urban
31055,Douglas County, Nebraska,2.2,Urban
31057,Dundy County, Nebraska,100.0,Rural
31059,Fillmore County, Nebraska,100.0,Rural
31061,Franklin County, Nebraska,100.0,Rural
31063,Frontier County, Nebraska,100.0,Rural
31065,Furnas County, Nebraska,100.0,Rural
31067,Gage County, Nebraska,44.4,Urban
31069,Garden County, Nebraska,100.0,Rural
31071,Garfield County, Nebraska,100.0,Rural
31073,Gosper County, Nebraska,100.0,Rural
31075,Grant County, Nebraska,100.0,Rural
31077,Greeley County, Nebraska,100.0,Rural
31079,Hall County, Nebraska,14.6,Urban
31081,Hamilton County, Nebraska,51.1,Suburban
31083,Harlan County, Nebraska,100.0,Rural
31085,Hayes County, Nebraska,100.0,Rural
31087,Hitchcock County, Nebraska,100.0,Rural
31089,Holt County, Nebraska,64.7,Suburban
31091,Hooker County, Nebraska,100.0,Rural
31093,Howard County, Nebraska,100.0,Rural
31095,Jefferson County, Nebraska,48.2,Urban
31097,Johnson County, Nebraska,100.0,Rural
31099,Kearney County, Nebraska,54.6,Suburban
31101,Keith County, Nebraska,47.1,Urban
31103,Keya Paha County, Nebraska,100.0,Rural
31105,Kimball County, Nebraska,100.0,Rural
31107,Knox County, Nebraska,100.0,Rural
31109,Lancaster County, Nebraska,8.3,Urban
31111,Lincoln County, Nebraska,30.5,Urban
31113,Logan County, Nebraska,100.0,Rural
31115,Loup County, Nebraska,100.0,Rural
31117,McPherson County, Nebraska,100.0,Rural
31119,Madison County, Nebraska,27.9,Urban
31121,Merrick County, Nebraska,58.9,Suburban
31123,Morrill County, Nebraska,100.0,Rural
31125,Nance County, Nebraska,100.0,Rural
31127,Nemaha County, Nebraska,52.1,Suburban
31129,Nuckolls County, Nebraska,100.0,Rural
31131,Otoe County, Nebraska,55.1,Suburban
31133,Pawnee County, Nebraska,100.0,Rural
31135,Perkins County, Nebraska,100.0,Rural
31137,Phelps County, Nebraska,41.9,Urban
31139,Pierce County, Nebraska,100.0,Rural
31141,Platte County, Nebraska,31.4,Urban
31143,Polk County, Nebraska,100.0,Rural
31145,Red Willow County, Nebraska,31.6,Urban
31147,Richardson County, Nebraska,50.6,Suburban
31149,Rock County, Nebraska,100.0,Rural
31151,Saline County, Nebraska,51.1,Suburban
31153,Sarpy County, Nebraska,5.3,Urban
31155,Saunders County, Nebraska,66.5,Suburban
31157,Scotts Bluff County, Nebraska,29.8,Urban
31159,Seward County, Nebraska,60.4,Suburban
31161,Sheridan County, Nebraska,100.0,Rural
31163,Sherman County, Nebraska,100.0,Rural
31165,Sioux County, Nebraska,100.0,Rural
31167,Stanton County, Nebraska,73.5,Suburban
31169,Thayer County, Nebraska,100.0,Rural
31171,Thomas County, Nebraska,100.0,Rural
31173,Thurston County, Nebraska,100.0,Rural
31175,Valley County, Nebraska,100.0,Rural
31177,Washington County, Nebraska,61.2,Suburban
31179,Wayne County, Nebraska,42.1,Urban
31181,Webster County, Nebraska,100.0,Rural
31183,Wheeler County, Nebraska,100.0,Rural
31185,York County, Nebraska,44.1,Urban
32001,Churchill County, Nevada,34.7,Urban
32003,Clark County, Nevada,1.3,Urban
32005,Douglas County, Nevada,31.6,Urban
32007,Elko County, Nevada,37.9,Urban
32009,Esmeralda County, Nevada,100.0,Rural
32011,Eureka County, Nevada,100.0,Rural
32013,Humboldt County, Nevada,37.9,Urban
32015,Lander County, Nevada,39.0,Urban
32017,Lincoln County, Nevada,100.0,Rural
32019,Lyon County, Nevada,36.9,Urban
32021,Mineral County, Nevada,31.9,Urban
32023,Nye County, Nevada,35.3,Urban
32027,Pershing County, Nevada,100.0,Rural
32029,Storey County, Nevada,92.6,Suburban
32031,Washoe County, Nevada,4.3,Urban
32033,White Pine County, Nevada,53.3,Suburban
32510,Carson City, Nevada,4.8,Urban
33001,Belknap County, New Hampshire,66.3,Suburban
33003,Carroll County, New Hampshire,90.2,Suburban
33005,Cheshire County, New Hampshire,65.0,Suburban
33007,Coos County, New Hampshire,66.2,Suburban
33009,Grafton County, New Hampshire,68.7,Suburban
33011,Hillsborough County, New Hampshire,21.2,Urban
33013,Merrimack County, New Hampshire,54.6,Suburban
33015,Rockingham County, New Hampshire,24.9,Urban
33017,Strafford County, New Hampshire,32.4,Urban
33019,Sullivan County, New Hampshire,64.2,Suburban
34001,Atlantic County, New Jersey,12.7,Urban
34003,Bergen County, New Jersey,0.1,Urban
34005,Burlington County, New Jersey,6.7,Urban
34007,Camden County, New Jersey,1.6,Urban
34009,Cape May County, New Jersey,17.5,Urban
34011,Cumberland County, New Jersey,23.0,Urban
34013,Essex County, New Jersey,0.0,Urban
34015,Gloucester County, New Jersey,8.3,Urban
34017,Hudson County, New Jersey,0.0,Urban
34019,Hunterdon County, New Jersey,49.9,Urban
34021,Mercer County, New Jersey,3.5,Urban
34023,Middlesex County, New Jersey,0.7,Urban
34025,Monmouth County, New Jersey,3.7,Urban
34027,Morris County, New Jersey,6.8,Urban
34029,Ocean County, New Jersey,2.9,Urban
34031,Passaic County, New Jersey,2.4,Urban
34033,Salem County, New Jersey,45.3,Urban
34035,Somerset County, New Jersey,5.8,Urban
34037,Sussex County, New Jersey,39.8,Urban
34039,Union County, New Jersey,0.0,Urban
34041,Warren County, New Jersey,37.6,Urban
35001,Bernalillo County, New Mexico,4.2,Urban
35003,Catron County, New Mexico,100.0,Rural
35005,Chaves County, New Mexico,24.2,Urban
35006,Cibola County, New Mexico,55.3,Suburban
35007,Colfax County, New Mexico,52.4,Suburban
35009,Curry County, New Mexico,14.1,Urban
35011,De Baca County, New Mexico,100.0,Rural
35013,Doña Ana County, New Mexico,19.3,Urban
35015,Eddy County, New Mexico,20.9,Urban
35017,Grant County, New Mexico,42.4,Urban
35019,Guadalupe County, New Mexico,44.1,Urban
35021,Harding County, New Mexico,100.0,Rural
35023,Hidalgo County, New Mexico,100.0,Rural
35025,Lea County, New Mexico,21.0,Urban
35027,Lincoln County, New Mexico,53.2,Suburban
35028,Los Alamos County, New Mexico,11.2,Urban
35029,Luna County, New Mexico,40.6,Urban
35031,McKinley County, New Mexico,57.4,Suburban
35033,Mora County, New Mexico,100.0,Rural
35035,Otero County, New Mexico,29.6,Urban
35037,Quay County, New Mexico,41.6,Urban
35039,Rio Arriba County, New Mexico,49.8,Urban
35041,Roosevelt County, New Mexico,36.5,Urban
35043,Sandoval County, New Mexico,17.1,Urban
35045,San Juan County, New Mexico,33.7,Urban
35047,San Miguel County, New Mexico,46.9,Urban
35049,Santa Fe County, New Mexico,25.2,Urban
35051,Sierra County, New Mexico,34.0,Urban
35053,Socorro County, New Mexico,49.7,Urban
35055,Taos County, New Mexico,58.4,Suburban
35057,Torrance County, New Mexico,98.8,Suburban
35059,Union County, New Mexico,100.0,Rural
35061,Valencia County, New Mexico,16.7,Urban
36001,Albany County, New York,9.7,Urban
36003,Allegany County, New York,78.7,Suburban
36005,Bronx County, New York,0.0,Urban
36007,Broome County, New York,26.1,Urban
36009,Cattaraugus County, New York,61.8,Suburban
36011,Cayuga County, New York,55.8,Suburban
36013,Chautauqua County, New York,43.9,Urban
36015,Chemung County, New York,24.2,Urban
36017,Chenango County, New York,83.4,Suburban
36019,Clinton County, New York,64.2,Suburban
36021,Columbia County, New York,73.3,Suburban
